"number","location","weeknr","month","CountT","CountS"
84105,"B",-5,"feb",4.94247976906445,7.32968964089897
84720,"B",-2,"feb",6.04760891646211,7.5
84506,"B",-6,"feb",NA,6.29657433321043
84093,"B",-4,"feb",5.90760036244624,7.5
84387,"B",-5,"feb",5.93627516559062,7.5
29979,"B",-2,"jan",3.80102999566398,6.75188145455253
49956,"B",-2,"jan",5.76097669100189,7.5
84153,"B",-2,"feb",5.75175641340413,7.4503161639246
84115,"B",-2,"feb",5.27378644498119,7.5
84227,"B",-6,"feb",4.23239375982297,6.87548071461857
84451,"B",-5,"feb",4.0910646070265,6.50560944536028
84500,"B",-1,"jan",5.98006068970993,7.5
84690,"B",-6,"feb",2.97712125471966,5.58278537031645
84676,"B",-2,"feb",4.52938377768521,7.12889956442061
84643,"B",-3,"feb",3.10205999132796,6.79225607135648
84668,"B",-2,"jan",5.93378777308569,7.5
84581,"B",-2,"feb",5.45279244304409,7.47497199429807
84534,"B",-3,"feb",5.3494194137969,7.48721922990801
84204,"B",-2,"jan",3.57918124604763,6.80016053695135
84669,"B",-3,"feb",5.73392458481738,7.42484763297554
84541,"B",-2,"feb",6.37283960672559,7.5
84661,"B",-2,"jan",3.88021124171161,6.87748838337613
84670,"B",-3,"feb",6.11145170272283,7.5
49923,"B",-2,"jan",5.31291335664286,7.38468210420602
49710,"B",-3,"feb",5.40036712865647,7.5
84599,"B",-2,"feb",5.39209460269048,7.46336276610374
49864,"B",-2,"jan",5.97198556501776,7.5
84463,"B",-2,"feb",5.57401947669543,7.35388065012454
84261,"B",-2,"feb",4.81597034545692,7.12551822897164
49500,"B",-2,"feb",5.53312012491081,7.5
84711,"B",-3,"feb",4.10205999132796,6.8014640731433
49808,"B",-2,"jan",4.97275644931721,7.5
30391,"B",-3,"feb",5.53199924277277,7.5
49953,"B",-1,"jan",3.82221929473392,6.15896484266444
84696,"B",-2,"jan",5.31690383937566,7.31251228428998
49879,"B",-3,"feb",6.00195985842355,7.5
84105,"B",-5,"feb",5.78963941580841,7.5
84720,"B",-2,"feb",6.0817221599491,7.5
84506,"B",-6,"feb",3.34509804001426,6.57114529045108
84093,"B",-4,"feb",5.69300489337349,7.48757689472699
84387,"B",-5,"feb",5.09439255037543,7.18493508264089
29979,"B",-2,"jan",4.03147891704226,6.77669152884504
49956,"B",-2,"jan",5.30955971463527,7.5
84153,"B",-2,"feb",5.84592609957731,7.41897343049295
84115,"B",-2,"feb",5.08092497567562,7.5
10377,"A",-11,"apr",4.33884909073726,6.98258776952677
85560,"A",-9,"mrt",4.78330122870355,6.93663963169266
10395,"A",-10,"apr",4.18124123737559,6.87309598707873
54597,"A",-11,"apr",3.89794000867204,7.09039594718401
10375,"A",-11,"apr",4.51283722470517,7.35015592242209
54561,"A",-10,"apr",4.91329976408125,7.31224469680037
10290,"A",-10,"mrt",2.97712125471966,6.44987770403687
10222,"A",-10,"apr",4.22427586960079,6.29934054945358
10239,"A",-10,"mrt",3.40308998699194,6.25434833571102
10434,"A",-10,"apr",3.54139268515823,6.45904139232109
85562,"A",-10,"apr",2.80102999566398,5.39209460269048
85839,"A",-6,"mrt",4.01851393987789,7.20432214082224
10279,"A",-9,"mrt",4.3750612633917,6.61159852488039
85744,"A",-10,"apr",3.19897000433602,6.54099769242349
85781,"A",-10,"apr",4.11278385671974,7.23062079788728
10286,"A",-9,"mrt",6.1170518404979,7.5
85554,"A",-10,"apr",4.32607480270083,7.18538340980149
10218,"A",-9,"mrt",3.10205999132796,5.62385164096709
10256,"A",-11,"apr",3.75527250510331,6.51325866528352
10417,"A",-10,"apr",3.61394335230684,5.8541084391474
54556,"A",-10,"apr",3.5,7.30386663428498
10227,"A",-10,"mrt",3.91497334797082,6.44743372188705
10226,"A",-10,"apr",3.54139268515823,6.00379068305718
85817,"A",-10,"apr",4.27815125038364,6.76173854735254
60670,"A",-10,"apr",4.33884909073726,6.29448804665917
85564,"A",-11,"apr",4.2160033436348,6.93964842956347
45231,"A",-10,"apr",5.21011736511182,7.5
10323,"A",-10,"apr",2.80102999566398,5.52938377768521
10311,"A",-10,"apr",3.89794000867204,6.74204423936955
10251,"A",-10,"mrt",4.0910646070265,6.56818586174616
10442,"A",-9,"mrt",3.19897000433602,5.8324384599156
10463,"A",-11,"apr",3.10205999132796,5.50860017176192
10298,"A",-9,"mrt",2.97712125471966,5.4731278535997
10223,"A",-10,"apr",4.61394335230684,7.21474876072506
10322,"A",-10,"apr",3.5,6.55346260492546
10281,"A",-10,"apr",4.27085201164214,6.31023251799508
10377,"A",-11,"apr",4.32607480270083,7.08138068870999
85560,"A",-9,"mrt",4.48227123303957,6.73779499327392
10395,"A",-10,"apr",4.15321251377534,6.68892848376085
54597,"A",-11,"apr",3.88021124171161,6.97971923543957
10375,"A",-11,"apr",4.97856649559384,7.4328794578238
54561,"A",-10,"apr",4.36923171973098,7.21700440704055
10290,"A",-10,"mrt",3.10205999132796,5.51283722470517
10222,"A",-10,"apr",4.96089784275655,7.10119053261533
10239,"A",-10,"mrt",3.10205999132796,6.06348108539441
10434,"A",-10,"apr",3.61394335230684,6.36864443839483
85562,"A",-10,"apr",3.75527250510331,5.44939000664491
85839,"A",-6,"mrt",4.14345267648619,7.21516735784846
10279,"A",-9,"mrt",4.28532983501077,6.3561244442423
85744,"A",-10,"apr",3.27815125038364,6.30071707828238
85781,"A",-10,"apr",3.73044892137827,7.16782637895071
10286,"A",-9,"mrt",5.71665804056949,6.57664044367034
85554,"A",-10,"apr",4.14345267648619,6.94544851426605
10218,"A",-9,"mrt",3.19897000433602,6.50130093302042
10256,"A",-11,"apr",3.89794000867204,6.33250891270624
10417,"A",-10,"apr",3.19897000433602,5.89794000867204
54556,"A",-10,"apr",3.10205999132796,7.02309583825257
10227,"A",-10,"mrt",4.28532983501077,6.65896526038341
10226,"A",-10,"apr",3.64612803567824,6.54999285692014
85817,"A",-10,"apr",3.40308998699194,6.61958577496178
60670,"A",-10,"apr",4.81386722036915,6.58707120590654
85564,"A",-11,"apr",3.54139268515823,6.22591163229505
45231,"A",-10,"apr",5.21011736511182,7.48627895590599
10323,"A",-10,"apr",3.19897000433602,5.13346845557959
10311,"A",-10,"apr",3.99136169383427,6.79269900304393
10251,"A",-10,"mrt",4.03147891704226,6.36864443839483
10442,"A",-9,"mrt",3.45424250943932,6.13948648926859
10463,"A",-11,"apr",3.27815125038364,5.69589965240923
10298,"A",-9,"mrt",2.80102999566398,5.57188200730613
10223,"A",-10,"apr",4.38081359228079,6.82242605240595
10322,"A",-10,"apr",3.45424250943932,6.62254352406875
10281,"A",-10,"apr",6.02659205115823,7.5
51982,"D",-3,"feb",4.29239168949825,6.8021143769562
91270,"D",-1,"jan",5.52020727942786,7.15369479531508
91285,"D",-4,"feb",5.76550732535805,7.5
15099,"D",-1,"jan",NA,7.5
91186,"D",-1,"jan",5.90150550793483,7.46740755659747
96386,"D",-1,"jan",NA,NA
74795,"D",-1,"jan",NA,7.39359533381988
14919,"D",-2,"feb",3.84242268082221,6.46142109406645
14685,"D",0,"jan",5.19460519893357,7.06300618706179
28345,"D",-1,"jan",4.35125834871908,6.8096301674259
19187,"D",-1,"jan",NA,NA
50629,"D",-4,"feb",4.48677173426625,7.21045586433542
95975,"D",-1,"jan",6.07452757815992,7.5
96179,"D",-4,"feb",6.393533471338,7.5
14823,"D",-4,"feb",5.76949478808756,7.5
96056,"D",-1,"jan",5.99230072250868,7.5
24047,"D",-2,"feb",3.19897000433602,6.59725730969342
93962,"D",-1,"jan",4.99415459401844,7.12541535215441
14758,"D",-4,"feb",5.68525876529659,7.5
96552,"D",-2,"feb",5.28887511577542,7.36039790512731
15092,"D",-4,"feb",3.34509804001426,6.68355453361886
32533,"D",-1,"jan",5.76640724701442,7.5
14811,"D",-3,"feb",6.1968610185898,7.5
14698,"D",-2,"feb",5.99668438244322,7.5
96693,"D",-1,"jan",3.93136376415899,6.92569721336259
15039,"D",-6,"mrt",3.82221929473392,5.98855071650044
14611,"D",-2,"feb",3.75527250510331,6.50560944536028
75099,"D",-2,"feb",5.76881759755304,7.24115159885179
14694,"D",-4,"feb",NA,NA
36456,"D",-2,"feb",4.4912260756925,6.91128291301738
14781,"D",-6,"mrt",4.84830486304816,6.96104809167066
51982,"D",-3,"feb",3.84242268082221,6.5265332645233
91270,"D",-1,"jan",NA,NA
91285,"D",-4,"feb",5.79344948236327,7.5
15099,"D",-1,"jan",NA,7.5
91186,"D",-1,"jan",6.18868076624725,7.5
96386,"D",-1,"jan",NA,NA
74795,"D",-1,"jan",5.46425963019685,7.24640064449156
14919,"D",-2,"feb",4.03147891704226,6.67840134153376
14685,"D",0,"jan",5.09549622182557,7.07019256109573
28345,"D",-1,"jan",4.23239375982297,6.68269990333604
19187,"D",-1,"jan",NA,NA
50629,"D",-4,"feb",4.38649072517248,7.15272969606925
95975,"D",-1,"jan",5.71305547212831,7.5
96179,"D",-4,"feb",6.44344307944368,7.5
14823,"D",-4,"feb",5.78369133580124,7.5
96056,"D",-1,"jan",5.99963153128674,7.5
24047,"D",-2,"feb",3.10205999132796,5.85218251811136
93962,"D",-1,"jan",4.66731733474818,6.97055748521727
14758,"D",-4,"feb",6.5570190176896,7.48699553972438
96552,"D",-2,"feb",5.26863810124761,7.40982336965091
15092,"D",-4,"feb",3.73044892137827,6.85468455395473
32533,"D",-1,"jan",5.83508410620291,7.3493579816613
14811,"D",-3,"feb",6.17288015134251,7.5
14698,"D",-2,"feb",5.85576212493081,7.5
96693,"D",-1,"jan",3.96239799789896,6.89497671955456
15039,"D",-6,"mrt",3.10205999132796,5.79666519026153
14611,"D",-2,"feb",5.38592633980143,7.11235994796777
75099,"D",-2,"feb",5.83695511605626,7.27327434833745
14694,"D",-4,"feb",NA,NA
36456,"D",-2,"feb",5.05990662503611,7.01201696949613
14781,"D",-6,"mrt",4.83445375115093,6.97508980338901
94488,"C",-3,"feb",4.34509804001426,7.00433491180246
84797,"C",-3,"feb",5.40687353472207,7.43575910374531
23990,"C",-3,"feb",5.12838893005031,7.24366652144621
62368,"C",-3,"feb",5.88879880023244,7.5
60512,"C",-3,"feb",5.6552315975987,7.5
39671,"C",-3,"feb",5.90295581988797,7.5
84905,"C",-3,"feb",6.01118828223857,7.5
40000,"C",-4,"feb",5.17669360962487,7.3998205024271
61832,"C",-3,"feb",6.16615783104289,7.5
39865,"C",-4,"feb",3.27815125038364,6.7294258479207
23826,"C",-3,"feb",5.52822093175169,7.46454246607914
94409,"C",-2,"feb",6.25153660552553,7.5
60147,"C",-2,"feb",6.03165927129483,7.45424250943933
84890,"C",-3,"feb",5.86475547340081,7.5
23795,"C",-3,"feb",5.80429802128023,7.5
60836,"C",-3,"feb",2.97712125471966,5.73044892137827
61708,"C",-3,"feb",6.16150170446577,7.5
60632,"C",-3,"feb",6.12986325825868,7.5
84820,"C",-2,"feb",6.29261663396129,7.5
24687,"C",-3,"feb",6.1470881791462,7.5
60758,"C",-3,"feb",5.17209785793572,7.21474876072506
61111,"C",-3,"feb",5.9782884906884,7.5
69180,"C",-3,"feb",3.73044892137827,6.21432975974523
56655,"C",-4,"feb",NA,NA
61968,"C",-4,"feb",6.13716618332229,7.5
84937,"C",-3,"feb",6.15127366191623,7.5
62324,"C",-3,"feb",5.45133751879592,7.44586232448962
50875,"C",-3,"feb",6.17320528177904,7.5
61979,"C",-3,"feb",5.43951925261862,7.5
24084,"C",-2,"feb",6.26365257056453,7.5
24528,"C",-3,"feb",5.58671566394488,7.5
39615,"C",-2,"feb",NA,NA
61918,"C",-4,"feb",NA,NA
52008,"C",-3,"feb",5.67753649992986,7.5
84779,"C",-3,"feb",6.02426626876698,7.5
94397,"C",-3,"feb",6.01014269940257,7.5
94488,"C",-3,"feb",4.2160033436348,6.9896772916637
84797,"C",-3,"feb",5.68269990333604,7.48699553972438
23990,"C",-3,"feb",6.17495294804857,7.5
62368,"C",-3,"feb",5.69645254170339,7.5
60512,"C",-3,"feb",5.4237619608287,7.42834463526486
39671,"C",-3,"feb",6.24130920889957,7.5
84905,"C",-3,"feb",5.98826861549546,7.5
40000,"C",-4,"feb",4.30617997398389,7.03920159929413
61832,"C",-3,"feb",6.28297399494405,7.5
39865,"C",-4,"feb",4.23239375982297,7.18106024363181
23826,"C",-3,"feb",5.85964579267454,7.5
94409,"C",-2,"feb",5.92553422049826,7.5
60147,"C",-2,"feb",5.89410130204004,7.40644279381703
84890,"C",-3,"feb",5.82180548385754,7.5
23795,"C",-3,"feb",3.97712125471966,7.14028262969668
60836,"C",-3,"feb",3.27815125038364,6.37390159786446
61708,"C",-3,"feb",5.79841638006129,7.5
60632,"C",-3,"feb",6.08950279626376,7.5
84820,"C",-2,"feb",6.38733593039917,7.5
24687,"C",-3,"feb",6.04282542695918,7.5
60758,"C",-3,"feb",5.75115134317535,7.35901814388889
61111,"C",-3,"feb",5.97769992833213,7.5
69180,"C",-3,"feb",3.45424250943932,6.59131515969722
56655,"C",-4,"feb",NA,7.5
61968,"C",-4,"feb",NA,6.90036527334994
84937,"C",-3,"feb",5.94185217577329,7.5
62324,"C",-3,"feb",5.0910646070265,7.25465406925543
50875,"C",-3,"feb",6.25951675946219,7.47781502608319
61979,"C",-3,"feb",5.68920948958231,7.5
24084,"C",-2,"feb",6.12314587463794,7.5
24528,"C",-3,"feb",4.44448267215017,7.12562108142491
39615,"C",-2,"feb",NA,NA
61918,"C",-4,"feb",6.17906431812131,7.5
52008,"C",-3,"feb",5.25587485567249,7.4326766586224
84779,"C",-3,"feb",5.74278980947868,7.5
94397,"C",-3,"feb",6.13022441075243,7.5
84581,"B",-1,"feb",NA,NA
84676,"B",-1,"feb",6.22189145370025,7.5
84661,"B",-1,"jan",4.38081359228079,7.11752453488629
84670,"B",-2,"feb",5.99252805821992,7.5
84204,"B",-1,"jan",5.04654266347813,7.36729066985488
84463,"B",0,"feb",4.01851393987789,6.84947179921439
84227,"B",-5,"feb",5.36213137931304,7.39619541045421
84690,"B",-5,"feb",2.97712125471966,5.73299611039215
84500,"B",0,"jan",6.16504129192136,7.5
84599,"B",-1,"feb",5.65313110020632,7.5
84668,"B",-1,"jan",5.65519051859838,7.42474435247995
84541,"B",-1,"feb",5.23479982958885,7.21966268301805
84261,"B",-1,"feb",5.63144401226233,7.45182303531591
84534,"B",-2,"feb",4.65533603746506,7.5
84711,"B",-2,"feb",3.99136169383427,6.8701428470511
49710,"B",-2,"feb",5.55058099197648,7.5
49923,"B",-1,"jan",5.86194265923221,7.5
84451,"B",-4,"feb",4.01851393987789,6.52448566769917
84669,"B",-2,"feb",6.16079452991401,7.5
49808,"B",-1,"jan",NA,7.5
49500,"B",-1,"feb",5.26117581315573,7.34085855404188
30391,"B",-2,"feb",NA,7.5
49864,"B",-1,"jan",5.48452731334379,7.5
49953,"B",0,"jan",5.42788341033071,6.97654180902743
84696,"B",-1,"jan",5.41539983521227,7.22057272036426
84720,"B",-1,"feb",6.14578588809239,7.5
49879,"B",-2,"feb",5.4982593384237,7.46104121695331
84105,"B",-4,"feb",5.67782232847837,7.5
49956,"B",-1,"jan",5.22098574415374,7.5
84093,"B",-3,"feb",6.10629557902138,7.5
84506,"B",-5,"feb",3.5,6.19284691927723
84387,"B",-4,"feb",6.17202667584807,7.5
84153,"B",-1,"feb",6.27168063589543,7.5
29979,"B",-1,"jan",3.67609125905568,6.85698140099313
84115,"B",-1,"feb",6.11857932576159,7.5
84463,"B",1,"feb",3.10205999132796,6.20243053644553
84581,"B",-1,"feb",5.86395731357295,7.5
84676,"B",-1,"feb",5.97754469398849,7.5
84661,"B",-1,"jan",4.29934054945358,7.03045584358468
84670,"B",-2,"feb",5.47173959088778,7.40232930585832
84204,"B",-1,"jan",5.42890769024395,7.48032158600876
84643,"B",-2,"feb",4.44448267215017,7.22981250716094
84227,"B",-5,"feb",5.22997428569956,7.4043367922025
84690,"B",-5,"feb",3.19897000433602,5.83845649360461
84500,"B",0,"jan",4.99415459401844,7.5
84599,"B",-1,"feb",6.13464928158264,7.5
84668,"B",-1,"jan",5.9292993203783,7.5
84541,"B",-1,"feb",6.31583486500575,7.5
84261,"B",-1,"feb",5.70704922526622,7.5
84534,"B",-2,"feb",5.9670376351102,7.5
84711,"B",-2,"feb",4.00514997831991,6.84927752746796
49710,"B",-2,"feb",5.85613273427052,7.5
49923,"B",-1,"jan",5.74543325392287,7.45230800966212
84451,"B",-4,"feb",4.3750612633917,6.93584436598444
84669,"B",-2,"feb",5.74962758404163,7.41724285790747
49808,"B",-1,"jan",5.93734215700249,7.5
49500,"B",-1,"feb",6.03529982335281,7.5
30391,"B",-2,"feb",6.42519372819226,7.5
49864,"B",-1,"jan",6.37431816431145,7.5
49953,"B",0,"jan",4.03147891704226,6.28532983501077
84696,"B",-1,"jan",5.51520272712644,7.32756311125472
84720,"B",-1,"feb",6.1343930450712,7.5
49879,"B",-2,"feb",6.05771220805145,7.5
84105,"B",-4,"feb",5.3998205024271,7.5
49956,"B",-1,"jan",5.71781657493818,7.5
84093,"B",-3,"feb",5.96653381320019,7.5
84506,"B",-5,"feb",3.40308998699194,6.40525604874845
84387,"B",-4,"feb",5.07287160220048,7.22940779696307
84153,"B",-1,"feb",6.20558931052638,7.47150778171126
29979,"B",-1,"jan",4.16275783168157,6.90790054014264
84115,"B",-1,"feb",6.01207108808993,7.5
84463,"B",-1,"feb",4.70139712432045,6.95984464238821
10377,"A",-10,"apr",4.05630250076729,6.52775720469055
54597,"A",-10,"apr",5.41328390176042,7.5
10290,"A",-9,"mrt",4.88381536598043,7.3861521819708
54561,"A",-9,"apr",NA,NA
10279,"A",-8,"mrt",4.61394335230684,6.50560944536028
85560,"A",-8,"mrt",4.78103336724773,6.90619942366331
10395,"A",-9,"apr",4.0910646070265,6.6156105116743
85845,"A",-5,"mrt",4.15321251377534,7.08692470814482
10434,"A",-9,"apr",3.67609125905568,6.55766610390983
85839,"A",-5,"mrt",5.59509322692451,7.5
10375,"A",-10,"apr",4.8747483460101,6.89445168082622
10322,"A",-9,"apr",3.82221929473392,6.93488812086732
10239,"A",-9,"mrt",3.5,6.42064500140679
85744,"A",-9,"apr",3.40308998699194,6.68041263283832
85554,"A",-9,"apr",4.67318626841227,7.14767631324087
85781,"A",-9,"apr",NA,NA
45231,"A",-9,"apr",5.35672889038288,7.5
10417,"A",-9,"apr",5.11278385671974,5.76245108973043
10311,"A",-9,"apr",4.13346845557959,6.89880773020326
10222,"A",-9,"apr",4.54532297878666,6.33695673705955
10218,"A",-8,"mrt",3.67609125905568,6.06584781867352
85564,"A",-10,"apr",4.40308998699194,7.03440689913788
10286,"A",-8,"mrt",NA,NA
10442,"A",-8,"mrt",3.10205999132796,6.25815462196739
10226,"A",-9,"apr",3.54139268515823,6.18214507637383
10256,"A",-10,"apr",4.36332286012046,7.23399928653839
54556,"A",-9,"apr",5.54284904430748,7.5
85562,"A",-9,"apr",3.10205999132796,5.40308998699194
10281,"A",-9,"apr",4.40308998699194,6.4566485792052
10463,"A",-10,"apr",3.45424250943932,6.02633927738984
10251,"A",-9,"mrt",4.10205999132796,6.78847280059978
10323,"A",-9,"apr",2.97712125471966,5.36923171973098
10298,"A",-8,"mrt",3.54139268515823,6.03529412004277
10223,"A",-9,"apr",5.32151352840477,7.42074926127571
10227,"A",-9,"mrt",3.77875360095283,6.51786771896351
85817,"A",-9,"apr",4.42941892571429,6.73248786635299
60670,"A",-9,"apr",3.94715803134222,5.9983105537896
10377,"A",-10,"apr",4.23239375982297,6.72063101944809
54597,"A",-10,"apr",5.55626898624191,7.5
10290,"A",-9,"mrt",3.57918124604763,6.45375969173323
54561,"A",-9,"apr",NA,NA
10279,"A",-8,"mrt",4.4912260756925,6.51072386539177
85560,"A",-8,"mrt",4.55690485133647,6.76458172923808
10395,"A",-9,"apr",4.29934054945358,6.82180548385754
85845,"A",-5,"mrt",4.05630250076729,6.95377685969044
10434,"A",-9,"apr",3.86172783601759,6.55384642685225
85839,"A",-5,"mrt",4.80102999566398,7.32685194782064
10375,"A",-10,"apr",5.41539983521227,7.36344182861371
10322,"A",-9,"apr",3.45424250943932,6.73552844690755
10239,"A",-9,"mrt",3.10205999132796,6.29657433321043
85744,"A",-9,"apr",3.54139268515823,6.52530586526477
85554,"A",-9,"apr",4.31291335664286,7.02698506856
85781,"A",-9,"apr",NA,NA
45231,"A",-9,"apr",5.3992731873176,7.5
10417,"A",-9,"apr",3.40308998699194,5.50432137378264
10311,"A",-9,"apr",4.05630250076729,6.89967372148104
10222,"A",-9,"apr",5.28461729263288,7.38332067838298
10218,"A",-8,"mrt",3.5,6.88399478944173
85564,"A",-10,"apr",3.61394335230684,6.24350976472843
10286,"A",-8,"mrt",NA,NA
10442,"A",-8,"mrt",3.5,6.17024585307412
10226,"A",-9,"apr",3.89794000867204,6.66879202031418
10256,"A",-10,"apr",4.44448267215017,7.3206611346436
54556,"A",-9,"apr",4.85024801833416,7.5
85562,"A",-9,"apr",3.57918124604763,5.52530586526477
10281,"A",-9,"apr",NA,NA
10463,"A",-10,"apr",3.70411998265593,6.29518458968242
10251,"A",-9,"mrt",4.06820172406699,6.57809415040641
10323,"A",-9,"apr",3.19897000433602,5.27815125038364
10298,"A",-8,"mrt",2.97712125471966,6.22098574415374
10223,"A",-9,"apr",4.61727129565576,7.0327543789925
10227,"A",-9,"mrt",4.0910646070265,6.65654915133178
85817,"A",-9,"apr",3.45424250943932,6.53181227133037
60670,"A",-9,"apr",4.36923171973098,6.47034687623009
96386,"D",0,"jan",NA,NA
14685,"D",1,"jan",4.81597034545692,6.79225607135648
51982,"D",-2,"feb",4.40848501887865,6.97494433546539
14919,"D",-1,"feb",3.91497334797082,6.41487181754005
14924,"D",0,"jan",5.14246452024212,7.15234305506271
15099,"D",0,"jan",5.3819549713396,7.45563965302325
50629,"D",-3,"feb",3.57918124604763,7.01851393987789
95975,"D",0,"jan",5.20586371228392,7.30434391847987
19187,"D",0,"jan",NA,NA
74795,"D",0,"jan",5.83876569276677,7.36893817833291
96179,"D",-3,"feb",NA,7.5
32533,"D",0,"jan",6.48677734714348,7.5
